date,open,high,close,low,volume,amount
2015-05-15,8.46,8.46,8.02,7.97,43819472.0,808496448.0
2015-05-14,7.81,8.59,8.59,7.68,60967160.0,1123774336.0
2015-05-13,7.84,8.0,7.81,7.58,29358870.0,510331264.0
2015-05-12,7.97,8.01,7.85,7.77,29108190.0,513293728.0
2015-05-11,7.56,8.01,7.95,7.56,32255236.0,563688000.0
2015-05-08,7.01,7.57,7.49,7.01,37696220.0,619583616.0
2015-05-07,7.35,7.35,6.95,6.88,30573406.0,484040768.0
2015-05-06,7.84,7.98,7.35,7.12,31006444.0,530043008.0
2015-05-05,8.32,8.39,7.84,7.77,26185328.0,476223040.0
2015-05-04,8.35,8.46,8.32,8.28,19820856.0,371866304.0
2015-04-30,8.52,8.59,8.36,8.29,29627944.0,559712064.0
2015-04-29,8.44,8.66,8.52,8.44,19914980.0,382578976.0
2015-04-28,8.9,8.9,8.44,8.44,41250864.0,795052608.0
2015-04-27,8.9,9.26,8.97,8.82,43145344.0,870974336.0
2015-04-24,9.79,9.93,9.16,9.1,76496152.0,1614513920.0
2015-04-23,8.75,9.63,9.63,8.7,87800792.0,1848029568.0
2015-04-22,8.68,8.87,8.75,8.63,28084464.0,552494080.0
2015-04-21,8.24,8.68,8.65,8.13,26473412.0,507816224.0
2015-04-20,8.85,8.85,8.35,8.31,46179228.0,889192064.0
2015-04-17,8.82,9.12,8.9,8.82,32128832.0,644943936.0
2015-04-16,8.9,9.39,8.94,8.64,36074400.0,731703808.0
2015-04-15,9.02,9.71,9.21,8.66,65718312.0,1365099904.0
2015-04-14,9.46,9.47,9.11,9.08,56273056.0,1161525248.0
2015-04-13,9.7,9.72,9.57,9.38,51479364.0,1106237184.0
2015-04-10,9.73,10.32,9.84,9.49,78323240.0,1722527488.0
2015-04-09,10.73,10.73,10.07,9.61,123784992.0,2876663296.0
2015-04-08,9.47,10.36,10.36,9.47,142219184.0,3197959936.0
2015-04-07,8.56,9.42,9.42,8.47,96209160.0,1932969856.0
2015-04-03,8.67,8.67,8.56,8.52,43758320.0,843342400.0
2015-04-02,8.64,8.73,8.72,8.49,57905096.0,1121266048.0
2015-04-01,8.6,8.72,8.63,8.46,44030104.0,847465728.0
2015-03-31,8.51,8.89,8.62,8.41,52889792.0,1029929344.0
2015-03-30,8.82,8.96,8.51,8.41,77900168.0,1510353920.0
2015-03-27,8.77,9.61,9.17,8.19,88015344.0,1722144768.0
2015-03-26,9.97,10.4,9.1,9.1,125113248.0,2706455296.0
2015-03-25,9.36,10.62,10.11,9.2,114415552.0,2580358912.0
2015-03-24,8.9,9.7,9.66,8.46,147356400.0,2986902016.0
2015-03-23,7.9,8.82,8.82,7.81,91498768.0,1742932864.0
2015-03-20,7.44,8.12,8.01,7.18,99335248.0,1745717760.0
2015-03-19,7.35,7.67,7.45,6.91,133145448.0,2179534592.0
2015-03-18,6.68,7.21,7.21,6.6,158993824.0,2472337152.0
2015-03-17,5.96,6.56,6.56,5.9,116244336.0,1665591296.0
2015-03-16,5.91,5.99,5.96,5.79,81212976.0,1073862784.0
2015-03-13,5.81,5.96,5.95,5.79,40548836.0,532739744.0
2015-03-12,5.92,6.21,5.91,5.77,71505720.0,962979904.0
2015-03-11,5.94,6.0,5.85,5.79,59110248.0,780300736.0
2015-03-10,5.86,6.09,6.05,5.66,105753088.0,1393819776.0
2015-03-09,6.13,6.56,6.29,6.1,139091552.0,1994454656.0
2015-03-06,5.42,5.96,5.96,5.42,89486704.0,1167752960.0
2015-03-05,5.7,5.7,5.42,5.38,26040832.0,966927360.0
2015-03-04,6.22,6.22,5.92,5.6,26636174.0,1060270720.0
2015-03-03,5.42,5.83,5.83,5.36,19290366.0,733336768.0
2015-03-02,4.83,5.3,5.3,4.75,21216094.0,734970496.0
2015-02-27,4.74,4.82,4.82,4.59,19202922.0,603841088.0
2015-02-26,4.76,4.85,4.83,4.69,4730937.0,152642944.0
2015-02-25,4.79,4.86,4.78,4.6,4085557.0,130985088.0
2015-02-17,4.88,4.89,4.77,4.72,4756263.0,152993376.0
2015-02-16,4.78,4.87,4.85,4.69,6287669.0,203381824.0
2015-02-13,4.58,4.89,4.84,4.58,10385386.0,334657056.0
2015-02-12,4.45,4.57,4.48,4.41,5074360.0,154121504.0
2015-02-11,4.4,4.47,4.43,4.31,4586782.0,135803136.0
2015-02-10,4.27,4.43,4.39,4.25,4262254.0,125091008.0
2015-02-09,4.36,4.44,4.25,4.23,5606230.0,162308672.0
2015-02-06,4.81,4.85,4.36,4.34,9664353.0,294422176.0
2015-02-05,4.85,5.0,4.82,4.78,9880717.0,325464736.0
2015-02-04,4.61,5.0,4.96,4.56,14407480.0,460962368.0
2015-02-03,5.05,5.05,4.71,4.55,14660426.0,467450336.0
2015-02-02,4.73,4.98,4.98,4.71,8845918.0,292162496.0
2015-01-30,4.96,5.01,4.79,4.77,8300768.0,272982464.0
2015-01-29,5.07,5.21,4.94,4.92,11164137.0,379533248.0
2015-01-28,5.05,5.19,5.13,4.97,12260349.0,420657216.0
2015-01-27,5.48,5.59,5.39,5.22,9118979.0,331396768.0
2015-01-26,5.42,5.59,5.48,5.31,8692676.0,319110176.0
2015-01-23,5.72,5.78,5.53,5.49,12420845.0,468027296.0
2015-01-22,5.64,6.21,5.8,5.6,20290192.0,810993536.0
2015-01-21,5.82,5.84,5.73,5.51,16779180.0,645264256.0
2015-01-20,5.22,5.73,5.73,5.22,18304456.0,673368256.0
2015-01-19,5.36,5.8,5.21,5.05,21471180.0,787394304.0
2015-01-16,5.52,5.92,5.6,5.52,19488800.0,747840704.0
2015-01-15,5.79,5.89,5.6,5.43,23809032.0,907011392.0
2015-01-14,5.09,5.71,5.71,5.09,24429670.0,897659136.0
2015-01-13,4.79,5.3,5.19,4.69,25113128.0,838520320.0
2015-01-12,4.3,4.82,4.82,4.27,23868444.0,736970496.0
2015-01-09,4.21,4.62,4.38,4.16,24009574.0,724228736.0
2015-01-08,4.17,4.34,4.2,4.13,12825633.0,364587648.0
2015-01-07,4.04,4.49,4.34,3.89,23593546.0,682804160.0
2015-01-06,3.74,4.16,4.09,3.65,14263453.0,379474432.0
2015-01-05,3.87,4.23,3.9,3.86,11705101.0,317282432.0
